No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse
360,Thymidine-5'- monophosphate (TMP),4300.0,3.63,55065-40-2,CC1=CN([C@H]2C[C@H](O)[C@@H](CO[P](O)(O)=O)O2)C(=O)NC1=O,,,"(Deborde and von Gunten, 2008)",diol,Polyfunctional / highly functionalized
361,Cyclo(Ser)2,16.0,1.2,65519-48-4,O=C(N[C@H]1CO)[C@@H](NC1=O)CO,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
362,MeNH2,45100.0,4.65,1217607-94-7,CN,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
363,EtNH2,24000.0,4.38,41841-87-6,CCN,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
364,PrNH2,39000.0,4.59,260363-35-7,CCCN,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
365,BuNH2,33500.0,4.53,71361-15-4,CCCCN,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
366,IPrNH2,31000.0,4.49,75-31-0,CC(C)N,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
367,IBuNH2,30500.0,4.48,108-09-8,CC(C)CN,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
368,Isobutylamine,15000.0,4.18,78-81-9,CCC(C)N,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
369,tBuNH2,6850.0,3.84,75-64-9,CC(C)(C)N,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
370,Me2NH,21766.67,4.34,15875-96-4,CNC,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
371,N-Methylethanamine,5400.0,3.73,624-78-2,CCNC,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
372,Et2NH,4200.0,3.62,3226-94-6,CCNCC,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
373,Pr2NH,3300.0,3.52,70237-41-1,CCCNCCC,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
374,iPr2NH,405.0,2.61,819-79-4,CC(C)NC(C)C,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
375,Diisobutylamine,6600.0,3.82,110-96-3,CC(C)CNCC(C)C,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
376,Trimethylamine,69.0,1.84,75-22-9,CN(C)C,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
377,(N-Me)-piperidine,52.0,1.72,41447-09-0,CN1CCCCC1,,,"(Deborde and von Gunten, 2008)",pyridine,Heterocycles
378,ethyl guanidine,19.0,1.28,7762-35-8,CCNC(N)=N,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
379,acetamidine,130.0,2.11,144757-44-8,CC(N)=N,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
380,dimethylhydrazine?,400000.0,5.6,496924-23-3,CN(C)N,,,"(Lee et al., 2020)",halogeneted,Halogenated organics
381,"3,3'-iminodipropionitrile",210000.0,5.32,143239-18-3,N#CCCNCCC#N,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
382,ametryn,548.71,2.74,2731965-10-7,CCNc1nc(NC(C)C)nc(SC)n1,,,"(Xu et al., 2011)",alkane,Aliphatic hydrocarbons
383,prometryn,8327.78,3.92,1202864-57-0,CSc1nc(NC(C)C)nc(NC(C)C)n1,,,"(Hu et al., 2021)","sulfide, disulfide",Sulfur-containing organics
384,N-Chloromethylamine,245.0,2.39,4303-47-3,CNCl,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
385,"1,3-diphenylguanidine",2400.0,3.38,32514-47-9,N=C(Nc1ccccc1)Nc2ccccc2,,,"(Sieira et al., 2020)",benzene,Aromatic & PAHs
386,"1,3-di-o-tolylguanidine",5599.0,3.75,97-39-2,Cc1ccccc1NC(=N)Nc2ccccc2C,,,"(Sieira et al., 2020)",benzene,Aromatic & PAHs
387,4-piperidine,16000.0,4.2,1147181-19-8,FC(F)(F)C1=CC(C2=NOC(C3CCNCC3)=N2)=CC=C1,,,"(Deborde and von Gunten, 2008)",cyclo,Aromatic & PAHs
388,Atenolol,0.01,-1.89,1202864-50-3,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,,,"(Pinkston and Sedlak, 2004)",alcohol,Oxygenated organics
389,Nadolol,0.24,-0.62,2434865-25-3,CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12,,,"(Pinkston and Sedlak, 2004)",alcohol,Oxygenated organics
390,Metoprolol,0.01,-1.86,959786-79-9,COCCc1ccc(OCC(O)CNC(C)C)cc1,,,"(Pinkston and Sedlak, 2004)",alcohol,Oxygenated organics
391,Propranolol,6.31,0.8,127202-03-3,CC(C)NCC(O)COc1cccc2ccccc12,,,"(Pinkston and Sedlak, 2004)",alcohol,Oxygenated organics
392,Trimethoprim,58.0,1.76,304671-81-6,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,"(Deborde and von Gunten, 2008)",diol,Polyfunctional / highly functionalized
393,tramadol,3500.0,3.54,874008-35-2,[Cl-].COc1cccc(c1)[C@@]2(O)CCCC[C@@H]2CN(C)C.[H+],,,"(Cheng et al., 2015)",alcohol,Oxygenated organics
394,Sulfamethoxazole,1800.0,3.26,1346603-52-8,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,,,"(Deborde and von Gunten, 2008)",benzene,Aromatic & PAHs
395,Sulfamethizole,560.0,2.75,1334378-92-5,Cc1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,,,"(Deborde and von Gunten, 2008)","sulfide, disulfide",Sulfur-containing organics
396,Sulfamerazine,940.0,2.97,127-79-7,Cc1ccnc(N[S](=O)(=O)c2ccc(N)cc2)n1,,,"(Deborde and von Gunten, 2008)",benzene,Aromatic & PAHs
397,Sulfamethazine,1400.0,3.15,53081-02-0,Cc1cc(C)nc(N[S](=O)(=O)c2ccc(N)cc2)n1,,,"(Deborde and von Gunten, 2008)",benzene,Aromatic & PAHs
398,Sulfathiazole,3900.0,3.59,1020719-89-4,Nc1ccc(cc1)[S](=O)(=O)Nc2sccn2,,,"(Deborde and von Gunten, 2008)","sulfide, disulfide",Sulfur-containing organics
399,Diethylethanolamine,160.0,2.2,53404-34-5,CCC(O)(CC)CN,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
400,Dimethylethanolamine,130.0,2.11,287476-09-9,CC(C)(O)CN,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
401,Methyldiethanolamine,150.0,2.18,53484-71-2,CN(CCO)CCO,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
402,Ethyldiethanolamine,150.0,2.18,1170155-77-7,CCN(CCO)CCO,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
403,Triethanolamine,88.0,1.94,68605-04-9,OCCN(CCO)CCO,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
404,Sulfadimethoxine,10315.0,4.01,345936-70-1,COc1cc(N[S](=O)(=O)c2ccc(N)cc2)nc(OC)n1,,,"(Sharma, 2008)",alcohol,Oxygenated organics
405,sulfamethoxypyridazine,520.0,2.72,1172846-03-5,COc1ccc(N[S](=O)(=O)c2ccc(N)cc2)nn1,,,"(Nassar et al., 2018)",alcohol,Oxygenated organics
406,sotalol,0.72,-0.14,1246912-17-3,CC(C)NCC(O)c1ccc(N[S](C)(=O)=O)cc1,,,"(Khalit and Tay, 2017)",cyclo,Aromatic & PAHs
407,Methyl Orange,422.65,2.63,1326-49-4,[Na+].CN(C)c1ccc(cc1)N=Nc2ccc(cc2)[S]([O-])(=O)=O,,,"(Fu et al., 2017)","sulfide, disulfide",Sulfur-containing organics
408,Cimetidine,43.7,1.64,38603-74-6,CN=C(NCCSCc1nc[nH]c1C)NC#N,,,"(Buth et al., 2007)",halogeneted,Halogenated organics
409,3-Methylindole,5750.0,3.76,173345-59-0,Cc1c[nH]c2ccccc12,,,"(Acero et al., 2013)",cyclo,Aromatic & PAHs
410,Indole,19333.33,4.29,86691-38-5,[nH]1ccc2ccccc12,,,"(Zhang et al., 2022)",halogeneted,Halogenated organics
411,tembotrione,9690.0,3.99,912654-91-2,O=C(CCC1)C(C(C2=CC=C(S(C)(=O)=O)C(COCC(F)(F)F)=C2Cl)=O)C1=O,,,"(Tawk et al., 2015)",diol,Polyfunctional / highly functionalized
412,sulcotrione,9480.0,3.98,114680-61-4,C[S](=O)(=O)c1ccc(c(Cl)c1)C(=O)C2C(=O)CCCC2=O,,,"(Tawk et al., 2015)","sulfide, disulfide",Sulfur-containing organics
413,17β-estradiol,110.0,2.04,1192354-74-7,OC(C=C1)=CC2=C1[C@@]3([H])CC[C@]4(C)[C@@H](O)CC[C@@]4([H])[C@]3([H])CC2,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
414,Estriol,110.0,2.04,1417721-33-5,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
415,17α-ethinylestradiol,110.0,2.04,51414-85-8,OC(C=C1)=CC2=C1[C@@]3([H])CC[C@]4(C)[C@@](C#C)(O)CC[C@@]4([H])[C@]3([H])CC2,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
416,Estrone,130.0,2.11,53-16-7,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
417,diazepam,0.42,-0.38,1216457-46-3,CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,,,"(Carpinteiro et al., 2017)",halogeneted,Halogenated organics
418,nordazepam,0.18,-0.76,65891-80-7,Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,,,"(Carpinteiro et al., 2017)",cyclo,Aromatic & PAHs
419,Benzotriazole,0.2,-0.7,1185072-03-0,[nH]1nnc2ccccc12,,,"(Acero et al., 2013)",halogeneted,Halogenated organics
420,Flavone,13.1,1.12,138263-98-6,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,,,"(Criquet et al., 2015)",cyclo,Aromatic & PAHs
421,anisole,0.02,-1.7,342-33-6,COc1ccccc1,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
422,butylphenylether,0.03,-1.52,1126-79-0,CCCCOc1ccccc1,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
423,3-methylanisole,0.35,-0.46,117923-70-3,COc1cccc(C)c1,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
424,4-methylanisole,0.03,-1.52,117923-70-3,COc1ccc(C)cc1,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
425,1-methoxynaphtalene,2.0,0.3,32721-21-4,COc1cccc2ccccc12,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
426,"Triclosan 5 chloro-2-(2,4- dichlorophenoxy)phenol)",470.0,2.67,502764-70-7,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,,,"(Deborde and von Gunten, 2008)",diol,Polyfunctional / highly functionalized
427,"5,6-dichloro-2-(2,4- dichlorophenoxy) phenol",360.0,2.56,63709-57-9,Oc1c(Cl)c(Cl)ccc1Oc2ccc(Cl)cc2Cl,,,"(Deborde and von Gunten, 2008)",diol,Polyfunctional / highly functionalized
428,"4,5-dichloro-2-(2,4- dichlorophenoxy) phenol",180.0,2.26,3380-44-7,Oc1cc(Cl)c(Cl)cc1Oc2ccc(Cl)cc2Cl,,,"(Deborde and von Gunten, 2008)",diol,Polyfunctional / highly functionalized
429,"4,5,6-trichloro-2-(2,4- dichlorophenoxy) phenol",29.0,1.46,53555-01-4,Oc1c(Cl)c(Cl)c(Cl)cc1Oc2ccc(Cl)cc2Cl,,,"(Deborde and von Gunten, 2008)",diol,Polyfunctional / highly functionalized
430,acebutolol,0.07,-1.13,2364559-55-5,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O,,,"(Khalit and Tay, 2016b)",alkane,Aliphatic hydrocarbons
431,1-phenoxy-2-propanol,0.01,-2.0,65488-98-4,CC(O)COc1ccccc1,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
432,ubiquinol-0,1300.0,3.11,139047-33-9,COc1c(O)cc(C)c(O)c1OC,,,"(Pattison et al., 2003)",diol,Polyfunctional / highly functionalized
433,2-Phenoxyethanol,0.07,-1.15,56257-90-0,OCCOc1ccccc1,,,"(Real et al., 2015)",diol,Polyfunctional / highly functionalized
434,Benzophenone-3,527.0,2.72,31766-07-1,COc1ccc(c(O)c1)C(=O)c2ccccc2,,,"(Abdallah et al., 2015)",alcohol,Oxygenated organics
435,Oxybenzone,342.0,2.53,131-57-7,COc1ccc(c(O)c1)C(=O)c2ccccc2,,,"(Zhang et al., 2016)",alcohol,Oxygenated organics
436,tetrabromobisphenol A,1509.27,3.18,1352876-39-1,CC(C)(c1ccc(O)cc1)c2c(Br)cc(OBr)c(Br)c2Br,,,"(Gao et al., 2016)",benzene,Aromatic & PAHs
437,losartan,2.18,0.34,1350088-07-1,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4,,,"(Carpinteiro et al., 2019)",benzene,Aromatic & PAHs
438,Acetaminophen,13.0,1.11,462631-86-3,CC(=O)Nc1ccc(O)cc1,,,"(Deborde and von Gunten, 2008)",benzene,Aromatic & PAHs
439,chloramphenicol,16.2,1.21,56-75-7,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O,,,"(Dong et al., 2017)",alcohol,Oxygenated organics
440,ephedrine,12.37,1.09,73508-06-2,CN[C@@H](C)[C@H](O)c1ccccc1,,,"(Zhang et al., 2020)",benzene,Aromatic & PAHs
441,3-aminophenol,55000.0,4.74,51-81-0,Nc1cccc(O)c1,,,"(Abou Mehrez et al., 2015)",benzene,Aromatic & PAHs
442,Phenol,23.0,1.36,53379-77-4,Oc1ccccc1,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
443,4-methylphenol,12.0,1.08,41701-84-2,Cc1ccc(O)cc1,,,"(Deborde and von Gunten, 2008)",benzene,Aromatic & PAHs
444,4-iodophenol,10.0,1.0,1021325-54-1,Oc1ccc(I)cc1,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
445,resorcinol,4695.02,3.67,751455-55-7,Oc1cccc(O)c1,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
446,orcinol,21669.9,4.34,889140-51-6,Cc1cc(O)cc(O)c1,,,"(Deborde and von Gunten, 2008)",benzene,Aromatic & PAHs
447,4-n-nonylphenol,13.0,1.11,84852-15-3,CCCCCCCCCc1ccc(O)cc1,,,"(Deborde and von Gunten, 2008)",benzene,Aromatic & PAHs
448,Bisphenol A,62.0,1.79,68440-77-7,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,,,"(Deborde and von Gunten, 2008)",benzene,Aromatic & PAHs
449,bisphenol F,86.53,1.94,96141-20-7,Oc1ccccc1Cc2ccccc2O,,,"(Lane et al., 2015)",alcohol,Oxygenated organics
450,hydroquinone,21.6,1.33,56924-48-2,Oc1ccc(O)cc1,,,"(Criquet et al., 2015)",alcohol,Oxygenated organics
451,3-Methylphenol,533.33,2.73,41701-84-2,Cc1cccc(O)c1,,,"(Zhang et al., 2022)",benzene,Aromatic & PAHs
452,4-cyanophenol,8.0,0.9,1025089-21-7,Oc1ccc(cc1)C#N,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
453,Dinoseb,0.4,-0.4,6365-83-9,CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,,,"(Zhang et al., 2013)",alkane,Aliphatic hydrocarbons
454,bisphenol S,120.0,2.08,847696-49-5,Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,,,"(Gao et al., 2018)","sulfide, disulfide",Sulfur-containing organics
455,Catechol,217.5,2.34,82869-32-7,C1=CC=C(C(=C1)O)O,,,"(Criquet et al., 2015)",halogeneted,Halogenated organics
456,Gallic acid,1600.0,3.2,149-91-7,C1=C(C=C(C(=C1O)O)O)C(=O)O,,,"(Criquet et al., 2015)",diol,Polyfunctional / highly functionalized
457,Phloroglucinol,1200000.0,6.08,1329497-24-6,C1=C(C=C(C=C1O)O)O,,,"(Criquet et al., 2015)",halogeneted,Halogenated organics
458,p-Hydroxybenzoic acid,15.9,1.2,15446-51-2,C1=CC(=CC=C1C(=O)O)O,,,"(Criquet et al., 2015)",halogeneted,Halogenated organics
459,Hesperetin,260000.0,5.41,250707-82-5,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,,,"(Criquet et al., 2015)",diol,Polyfunctional / highly functionalized
460,4-chlorophenol,7.5,0.88,1235439-85-6,Oc1ccc(Cl)cc1,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
461,2-chlorophenol,50.0,1.7,1235439-85-6,Oc1ccccc1Cl,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
462,"2,4-dichlorophenol",29.0,1.46,1202864-83-2,Oc1ccc(Cl)cc1Cl,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
463,"2,6-dichlorophenol",78.0,1.89,107931-00-0,Oc1c(Cl)cccc1Cl,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
464,"2,4,6-trichlorophenol",9.0,0.95,1988/6/2,Oc1c(Cl)cc(Cl)cc1Cl,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
465,2-bromophenol,70.0,1.85,68541-56-0,Oc1ccccc1Br,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
466,4-bromophenol,12.0,1.08,1323940-38-0,Oc1ccc(Br)cc1,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
467,"2,4-dibromophenol",33.0,1.52,2483736-16-7,Oc1ccc(Br)cc1Br,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
468,"2,6-dibromophenol",80.0,1.9,1219803-14-1,Oc1c(Br)cccc1Br,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
469,4-chlororesorcinol,10354.71,4.02,953390-32-4,Oc1ccc(Cl)c(O)c1,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
470,"4,6-dichlororesorcinol",11682.59,4.07,198009-76-6,Oc1cc(O)c(Cl)cc1Cl,,,"(Deborde and von Gunten, 2008)",alcohol,Oxygenated organics
471,Chlorophene,28.4,1.45,120-32-1,Oc1ccc(Cl)cc1Cc2ccccc2,,,"(Acero et al., 2013)",alcohol,Oxygenated organics
472,bisphenol AF,38.31,1.58,40216-08-8,Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F,,,"(Chang et al., 2021)",alcohol,Oxygenated organics
473,Triclosan,4535.0,3.66,1020720-00-6,OC1=CC(Cl)=CC=C1OC2=C(C=C(C=C2)Cl)Cl,,,"(Inaba et al., 2006)",diol,Polyfunctional / highly functionalized
474,levofloxacin,7.0,0.85,1797099-76-3,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,,,"(Gudaganatti et al., 2012)",alcohol,Oxygenated organics
475,fleroxacin,1.54,0.19,79660-53-0,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(O)=O,,,"(He et al., 2022)",cyclo,Aromatic & PAHs
476,norfloxacin,700000.0,5.85,1426313-01-0,CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCNCC3,,,"(Wang et al., 2019)",alkane,Aliphatic hydrocarbons
477,enoxacin,32.5,1.51,1329642-60-5,CCN1C=C(C(O)=O)C(=O)c2cc(F)c(nc12)N3CCNCC3,,,"(Zhang et al., 2019)",alkane,Aliphatic hydrocarbons
478,cinnamic acid (CA),0.5,-0.3,2734410-01-4,OC(=O)C=Cc1ccccc1,,,"(Li et al., 2020)",alcohol,Oxygenated organics
479,2-methylcinnamic acid (4-CH3CA),0.2,-0.7,195046-26-5,Cc1ccccc1C=CC(O)=O,,,"(Li et al., 2020)",benzene,Aromatic & PAHs
480,α-methylcinnamic acid (α-CH3CA),0.5,-0.3,1895-97-2,CC(=Cc1ccccc1)C(O)=O,,,"(Li et al., 2020)",alkane,Aliphatic hydrocarbons
481,4-chloro-α-cyanocinnamic acid (4-Cl-α-CNCA),0.2,-0.7,339548-64-0,OC(=O)C(=Cc1ccc(Cl)cc1)C#N,,,"(Li et al., 2020)",alcohol,Oxygenated organics
482,4-chlorocinnamic acid (4-ClCA),0.08,-1.1,1262014-70-9,OC(=O)C=Cc1ccc(Cl)cc1,,,"(Li et al., 2020)",alcohol,Oxygenated organics
483,N-acetyl-Ala,0.0,-2.92,15962-47-7,O=C(O)[C@H](C)NC(C)=O,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
484,N-acetyl-(Ala)2,0.01,-2.1,15962-47-7,O=C(N[C@@H](C)C(O)=O)[C@H](C)NC(C)=O,,,"(Deborde and von Gunten, 2008)",diol,Polyfunctional / highly functionalized
