No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse
1,"(1S,4R,6R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-6-ol",5.03,6627-72-1,O[C@@H]1[C@](C2(C)C)(C)CC[C@@H]2C1,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,halogeneted,Halogenated organics
2,(Dimethylaminomethyl)ferrocene,9.48,1271-86-9,CN(C)CC1=CC=C[CH-]1.[CH-]1C=CC=C1.[Fe+2],10.8,,NIST,cyclo,Aromatic & PAHs
3,"1,1-Dimethyl-3-phenylurea",6.08,101-42-8,CN(C)C(=O)NC1=CC=CC=C1,,,https://doi.org/10.1016/j.watres.2007.06.066,cyclo,Aromatic & PAHs
4,"1,1-Dimethyl-3-phenylurea",6.85,101-42-8,CN(C)C(=O)NC1=CC=CC=C1,,,https://doi.org/10.1016/j.watres.2007.06.066,cyclo,Aromatic & PAHs
5,"1,1-Methoxy-5,5-bi-phen",8.76,107777-49-1,COC1=CC=CC(O)=C1C2=C(C=CC=C2OC)O,12,,https://doi.org/10.1016/j.chemosphere.2023.140660,alcohol,Oxygenated organics
6,"1,3,5,6-tetramethylpyrimidine-2,4-dione",5.06,59264-09-4,CC1=C(N(C(=O)N(C1=O)C)C)C,,,https://doi.org/10.1016/j.jhazmat.2025.138151,alkane,Aliphatic hydrocarbons
7,"1,4-Diazabicyclo[2.2.2]octane",7.23,280-57-9,C1CN2CCN1CC2,11.5,,NIST,halogeneted,Halogenated organics
8,"1,4-diazabicyclo[2,2,2]octane",7.23,280-57-9,C1CN2CCN1CC2,11.5,,https://doi.org/10.1016/S0040-4020(01)91404-8,halogeneted,Halogenated organics
9,"1,4-Dihydroxybenzene anion",9.32,123-31-9,OC1=CC=C(O)C=C1,,,https://doi.org/10.1039/C6EM00580B,alcohol,Oxygenated organics
10,"1,4-Dioxane",6.0,123-91-1,C1COCCO1,,,https://doi.org/10.1021/acs.est.4c04547,alcohol,Oxygenated organics
11,"1,5-dimethylpyrimidine-2,4-dione",5.06,4160-72-9,CC1=CN(C(=O)NC1=O)C,,,https://doi.org/10.1016/j.jhazmat.2025.138158,cyclo,Aromatic & PAHs
12,"1,7,7-trimethylbicyclo[2.2.1]heptan-6-ol",5.03,507-70-0,O[C@H]1[C@](C2(C)C)(C)CC[C@]2([H])C1,,,https://doi.org/10.1016/j.jhazmat.2025.138074,halogeneted,Halogenated organics
13,"1,7,8-trimethylbenzo[g]pteridine-2,4-dione",7.1,18950-64-6,CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3C,,,https://doi.org/10.1016/j.jhazmat.2025.138159,alkane,Aliphatic hydrocarbons
14,1-Butylamine,5.6,109-73-9,CCCCN,11.5,,NIST,alkane,Aliphatic hydrocarbons
15,1-Methylindole,8.93,603-76-9,CN1C=CC2=CC=CC=C21,9.3,,https://doi.org/10.1021/j100300a039,cyclo,Aromatic & PAHs
16,1-Methylindole,8.93,603-76-9,CN1C=CC2=CC=CC=C21,,,https://doi.org/10.1016/j.jhazmat.2025.138142,cyclo,Aromatic & PAHs
17,1-Methylindole,8.93,603-76-9,CN1C=CC2=CC=CC=C21,9.3,,NIST,cyclo,Aromatic & PAHs
18,1-Methyltryptophan,8.63,26988-72-7,CN1C=C(C2=CC=CC=C21)CC(C(=O)O)N,7,,NIST,halogeneted,Halogenated organics
19,1-Methyltryptophan,8.78,26988-72-7,CN1C=C(C2=CC=CC=C21)CC(C(=O)O)N,12,,NIST,halogeneted,Halogenated organics
20,1-Naphthol,9.49,90-15-3,C1=CC=C2C(=C1)C=CC=C2O,11.2,,https://doi.org/10.1016/j.chemosphere.2023.140660,cyclo,Aromatic & PAHs
21,1-Naphthyloxide ion,9.49,3019-88-3,[O-]C1=C2C=CC=CC2=CC=C1.[Na+],11.2,,https://doi.org/10.1515/9783110866537.109,cyclo,Aromatic & PAHs
22,1-Naphthyloxide ion,9.49,3019-88-3,[O-]C1=C2C=CC=CC2=CC=C1.[Na+],11.2,,NIST,cyclo,Aromatic & PAHs
23,1-Pentanol,4.53,71-41-0,CCCCCO,11.5,,https://doi.org/10.1039/c3em00479a,alkane,Aliphatic hydrocarbons
24,1-Phenylethanone,4.93,98-86-2,CC(=O)C1=CC=CC=C1,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,cyclo,Aromatic & PAHs
25,1-Propanol,4.28,71-23-8,CCCO,,,NIST,alkane,Aliphatic hydrocarbons
26,1-Propanol,4.28,71-23-8,CCCO,12.1-12.7,,https://doi.org/10.1063/1.555808,alkane,Aliphatic hydrocarbons
27,1-Sulfonatoanthraquinone Dianion,9.66,128-56-3,O=C(C1=CC=CC=C21)C3=C(S([O-])(=O)=O)C=CC=C3C2=O.[Na+],,,NIST,diol,Polyfunctional / highly functionalized
28,"1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-3,5-dimethylpyrimidine-2,4-dione",6.96,958-74-7,CC1=CN(C(=O)N(C1=O)C)[C@H]2C[C@@H]([C@H](O2)CO)O,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,alkane,Aliphatic hydrocarbons
29,1-heptanol,4.4,111-70-6,CCCCCCCO,,,https://doi.org/10.1016/j.jhazmat.2025.138064,alkane,Aliphatic hydrocarbons
30,1-hexanol,4.4,111-27-3,CCCCCCO,,,https://doi.org/10.1016/j.jhazmat.2025.138067,alkane,Aliphatic hydrocarbons
31,1-octanol,4.4,111-87-5,CCCCCCCCO,,,https://doi.org/10.1016/j.jhazmat.2025.138066,alkane,Aliphatic hydrocarbons
32,1-Pentanol,4.4,71-41-0,CCCCCO,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,alkane,Aliphatic hydrocarbons
33,17α-Ethynylestradiol,8.2,57-63-6,OC1=CC(CC[C@]2([H])[C@]3([H])CC[C@@]4(C)[C@@]2([H])CC[C@]4(C#C)O)=C3C=C1,8.8,,https://doi.org/10.1021/acs.est.8b04383,alcohol,Oxygenated organics
34,17α-Ethynylestradiol,8.2,57-63-6,OC1=CC(CC[C@]2([H])[C@]3([H])CC[C@@]4(C)[C@@]2([H])CC[C@]4(C#C)O)=C3C=C1,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,alcohol,Oxygenated organics
35,17β-Estradiol,7.34,50-28-2,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,,,https://doi.org/10.1039/C6EM00580B,alcohol,Oxygenated organics
36,17β-Estradiol,8.68,50-28-2,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,,,https://doi.org/10.1039/C6EM00580B,alcohol,Oxygenated organics
37,17β-Estradiol,7.73,50-28-2,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,7,,https://doi.org/10.1016/j.watres.2020.116633,alcohol,Oxygenated organics
38,17β-Estradiol,9.38,50-28-2,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,10,,https://doi.org/10.1016/j.watres.2020.116633,alcohol,Oxygenated organics
39,1H-Imidazole,6.74,288-32-4,C1=CN=CN1,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,halogeneted,Halogenated organics
40,1H-Imidazole,6.74,288-32-4,C1=CN=CN1,,,https://doi.org/10.1016/j.jhazmat.2025.138149,halogeneted,Halogenated organics
41,"2',7'-Dichlorodihydrofluorescein",8.42,106070-31-9,C1=CC=C(C(=C1)C2C3=CC(=C(C=C3OC4=CC(=C(C=C24)O)Cl)Cl)O)C(=O)O,,,https://doi.org/10.1016/j.freeradbiomed.2004.10.022,diol,Polyfunctional / highly functionalized
42,"2',7'-Dichlorodihydrofluorescein",8.42,106070-31-9,C1=CC=C(C(=C1)C2C3=CC(=C(C=C3OC4=CC(=C(C=C24)O)Cl)Cl)O)C(=O)O,8,,https://doi.org/10.1016/S0076-6879(08)01214-7,diol,Polyfunctional / highly functionalized
43,"2',7'-Dichlorofluorescein",8.43,76-54-0,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C=C4OC5=CC(=C(C=C35)Cl)O)O)Cl,,,https://doi.org/10.1016/j.freeradbiomed.2004.10.022,diol,Polyfunctional / highly functionalized
44,2'-Deoxyguanosine,7.83,961-07-9,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,7.5,,https://doi.org/10.1002/cbic.200800105,halogeneted,Halogenated organics
45,"2,3-Dimethylindole",9.4,91-55-4,CC1=C(NC2=CC=CC=C12)C,9.3,,https://doi.org/10.1021/j100300a039,alkane,Aliphatic hydrocarbons
46,"2,2,6,6-Tetramethylpiperidine-1-hydroxylamine",8.11,7031-93-8,CC1(CCCC(C)(N1O)C)C,10,,https://doi.org/10.1021/tx0342363,alkane,Aliphatic hydrocarbons
47,"2,2,6,6-Tetramethylpiperidine-1-oxyl",8.6,2564-83-2,CC1(CCCC(N1[O])(C)C)C,10,,https://doi.org/10.1021/tx0342363,alkane,Aliphatic hydrocarbons
48,"2,2,6,6-tetramethyl-4-piperidone N-oxyl",8.68,2896-70-0,[O]N(C(C)(C)CC1=O)C(C)(C1)C,,,https://doi.org/10.1080/09553007114551241,halogeneted,Halogenated organics
49,"2,3,4,5,6-Pentafluorophenol",5.46,771-61-9,C1(=C(C(=C(C(=C1F)F)F)F)F)O,,,https://doi.org/10.1016/j.jhazmat.2025.138072,halogeneted,Halogenated organics
50,"2,3,9,10-Tetramethyl-1,4,8,11-tetraasacyclotetradeca-1,3,8,10-tetraenecobalt(Ⅱ) ion",8.84,39177-15-6,CC1=NCCCN=C(C(=NCCCN=C1C)C)C.[Co](Br)Br,4.7,,https://doi.org/10.1021/j100514a007,alkane,Aliphatic hydrocarbons
51,"2,3-Dihydro-1,4-phthalazinedione",8.9,1445-69-8,C1=CC=C2C(=C1)C(=O)NNC2=O,,,NIST,cyclo,Aromatic & PAHs
52,"2,3-Dihydro-1,4-phthalazinedione",8.9,1445-69-8,C1=CC=C2C(=C1)C(=O)NNC2=O,,,https://doi.org/10.1021/ja00284a040,cyclo,Aromatic & PAHs
53,"2,3-Dimethylindole",9.4,22120-50-9,CC1=C(NC2=CC=CC=C12)C,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,alkane,Aliphatic hydrocarbons
54,"2,3-Dimethylindole",9.4,22120-50-9,CC1=C(NC2=CC=CC=C12)C,9.3,,NIST,alkane,Aliphatic hydrocarbons
55,"2,3-dimethyl-2,3-butanediol",6.9,1976/9/5,CC(C)(C(C)(C)O)O,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,alkane,Aliphatic hydrocarbons
56,"2,3-dimethylindole",9.4,22120-50-9,CC1=C(NC2=CC=CC=C12)C,9.3,,https://doi.org/10.1021/j100300a039,alkane,Aliphatic hydrocarbons
57,"2,4,6-tri-Methylphenol",8.72,527-60-6,CC1=C(O)C(C)=CC(C)=C1,10.3,,https://doi.org/10.1081/WCT-120018615,cyclo,Aromatic & PAHs
58,"2,4,6-tri-Methylphenol",9.11,527-60-6,CC1=C(O)C(C)=CC(C)=C1,12,,https://doi.org/10.1081/WCT-120018615,cyclo,Aromatic & PAHs
59,"2,4,6-tri-Methylphenol",9.43,527-60-6,CC1=C(O)C(C)=CC(C)=C1,13,,https://doi.org/10.1081/WCT-120018615,cyclo,Aromatic & PAHs
60,"2,4,6-tri-Methylphenol",9.3,527-60-6,CC1=C(O)C(C)=CC(C)=C1,12.0–13.0,,https://doi.org/10.1081/WCT-120018615,cyclo,Aromatic & PAHs
61,"2,4,6-tri-Methylphenol",8.72,527-60-6,CC1=C(O)C(C)=CC(C)=C1,,,https://doi.org/10.1016/j.chemosphere.2023.140660,cyclo,Aromatic & PAHs
62,"2,4,6-tri-Methylphenolate",9.3,13003-96-4,OC(C(C)=CC(C)=C1)=C1C.[LiH],,,https://doi.org/10.1016/j.chemosphere.2023.140660,alcohol,Oxygenated organics
63,"2,4,6-trimethylaniline",9.2,1988/5/1,NC1=C(C)C=C(C)C=C1C,,,https://doi.org/10.1021/acs.est.6b00924,cyclo,Aromatic & PAHs
64,"2,4-dimethylaniline",9.04,95-68-1,CC1=CC(=C(C=C1)N)C,,,https://doi.org/10.1021/acs.est.6b00924,alkane,Aliphatic hydrocarbons
65,"2,6-Dimethoxyphenol",9.15,1991/10/1,OC1=C(OC)C=CC=C1OC,12,,https://doi.org/10.1081/WCT-120018615,diol,Polyfunctional / highly functionalized
66,"2,7-Disulfonatoanthraquinone Trianion",9.28,853-67-8,O=C(C1=C2C=C(S(=O)([O-])=O)C=C1)C3=C(C=C(S(=O)([O-])=O)C=C3)C2=O.[Na+].[Na+],,,NIST,diol,Polyfunctional / highly functionalized
67,"2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",8.45,3228-71-5,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,,,https://doi.org/10.1016/j.jhazmat.2025.138165,diol,Polyfunctional / highly functionalized
68,2'-Deoxyguanosine 5'-monophosphate,7.82,312693-67-7,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O,7.5,,https://doi.org/10.1074/jbc.M101131200,diol,Polyfunctional / highly functionalized
69,2-Hydroxybenzothiazole,7.44,934-34-9,C1=CC=C2C(=C1)NC(=O)S2,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,"sulfide, disulfide",Sulfur-containing organics
70,2-Hydroxybutanedioic acid,4.12,143435-96-5,C(C(C(=O)O)O)C(=O)O,,,https://doi.org/10.1016/j.jhazmat.2025.138068,diol,Polyfunctional / highly functionalized
71,2-Methoxy-4-methylphenol,8.23,93-51-6,CC1=CC(=C(C=C1)O)OC,8.3,,https://doi.org/10.1081/WCT-120018615,alcohol,Oxygenated organics
72,2-Methoxy-4-methylphenol,9.18,93-51-6,CC1=CC(=C(C=C1)O)OC,11,,https://doi.org/10.1081/WCT-120018615,alcohol,Oxygenated organics
73,2-Methoxy-4-methylphenol,8.78,93-51-6,CC1=CC(=C(C=C1)O)OC,12,,https://doi.org/10.1081/WCT-120018615,alcohol,Oxygenated organics
74,2-Methoxy-4-methylphenol,8.02,93-51-6,CC1=CC(=C(C=C1)O)OC,11.0–12.0,,https://doi.org/10.1016/j.chemosphere.2023.140660,alcohol,Oxygenated organics
75,2-Methoxy-4-methylphenol,8.23,93-51-6,CC1=CC(=C(C=C1)O)OC,,,https://doi.org/10.1016/j.chemosphere.2023.140660,alcohol,Oxygenated organics
76,2-Methoxy-4-methylphenolate,9.02,,CC1=CC(=C(C=C1)[O-])OC,,,https://doi.org/10.1016/j.chemosphere.2023.140660,alcohol,Oxygenated organics
77,2-Methoxy-phenoxyacetate,6.85,1878-85-9,OC(COC1=CC=CC=C1OC)=O,8,,https://doi.org/10.1081/WCT-120018615,alcohol,Oxygenated organics
78,2-Methyl-1-propanol,4.42,78-83-1,CC(C)CO,11.5,,https://doi.org/10.1039/c3em00479a,alkane,Aliphatic hydrocarbons
79,2-Methyl-2-propanamine,4.76,75-64-9,CC(C)(C)N,11.5,,NIST,alkane,Aliphatic hydrocarbons
80,2-Methyl-2-propanol,3.83,75-65-0,CC(C)(C)O,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,alkane,Aliphatic hydrocarbons
81,2-Methyl-2-propanol,2.2,75-65-0,CC(C)(C)O,6.4,,NIST,alkane,Aliphatic hydrocarbons
82,2-Methyl-2-propanol,3.83,75-65-0,CC(C)(C)O,,,https://doi.org/10.1016/j.jhazmat.2025.138069,alkane,Aliphatic hydrocarbons
83,2-Methyl-2-propanol,2.3,75-65-0,CC(C)(C)O,6.4,,https://doi.org/10.1021/j100628a006,alkane,Aliphatic hydrocarbons
84,2-Methyl-1-propanol,4.64,78-83-1,CC(C)CO,,,https://doi.org/10.1016/j.jhazmat.2025.138061,alkane,Aliphatic hydrocarbons
85,2-Methylbenzoic acid,7.04,118-90-1,CC1=CC=CC=C1C(=O)O,,,https://doi.org/10.1016/j.jhazmat.2025.138033,cyclo,Aromatic & PAHs
86,2-Methylindole,9.15,95-20-5,CC1=CC2=CC=CC=C2N1,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,cyclo,Aromatic & PAHs
87,2-Methylindole,9.15,95-20-5,CC1=CC2=CC=CC=C2N1,9.3,,NIST,cyclo,Aromatic & PAHs
88,2-Methylindole,9.15,95-20-5,CC1=CC2=CC=CC=C2N1,9.3,,https://doi.org/10.1021/j100300a039,cyclo,Aromatic & PAHs
89,2-Methylindole,9.15,95-20-5,CC1=CC2=CC=CC=C2N1,,,https://doi.org/10.1039/C3EM00479A,cyclo,Aromatic & PAHs
90,2-Methylisoborneol,7.49,2371-42-8,C[C@@]12CC[C@@H](C1(C)C)C[C@@]2(C)O,,,https://doi.org/10.1016/j.jhazmat.2025.138075,halogeneted,Halogenated organics
91,2-Methylphenol,8.47,155174-21-3,CC1=CC=CC=C1O,,,https://doi.org/10.1016/j.jhazmat.2025.138084,cyclo,Aromatic & PAHs
92,2-Methylpropyl acetate,4.75,110-19-0,CC(C)COC(=O)C,,,https://doi.org/10.1016/j.jhazmat.2025.138019,alcohol,Oxygenated organics
93,2-Naphthol,9.11,135-19-3,C1=CC=C2C=C(C=CC2=C1)O,11.2,,https://doi.org/10.1016/j.chemosphere.2023.140660,halogeneted,Halogenated organics
94,2-Naphtholate,9.11,875-83-2,[O-]C1=CC(C=CC=C2)=C2C=C1.[Na+],11.2,,https://doi.org/10.1515/9783110866537.109,cyclo,Aromatic & PAHs
95,2-Naphtholate,9.11,875-83-2,[O-]C1=CC(C=CC=C2)=C2C=C1.[Na+],11.2,,NIST,cyclo,Aromatic & PAHs
96,2-Propanol,4.59,67-63-0,CC(C)O,,,https://doi.org/10.1016/j.jhazmat.2025.138048,alkane,Aliphatic hydrocarbons
97,2-Propanol,4.6,67-63-0,CC(C)O,6.4,,https://doi.org/10.1021/j100628a006,alkane,Aliphatic hydrocarbons
98,2-Propanol,4.7,67-63-0,CC(C)O,,,https://doi.org/10.1063/1.555808,alkane,Aliphatic hydrocarbons
99,2-Propanol,4.59,67-63-0,CC(C)O,12.1-12.7,,https://doi.org/10.1063/1.555808,alkane,Aliphatic hydrocarbons
100,2-Sulfoanthraquinone dianion,9.34,131-08-8,O=C(C1=CC=CC=C12)C(C=C(S(=O)(O)=O)C=C3)=C3C2=O.[NaH],,,NIST,diol,Polyfunctional / highly functionalized
101,2-amino-3-(1H-indol-3-yl)propanoic acid,8.73,1954/12/6,O=C(O)C(N)CC1=CNC2=C1C=CC=C2,,,https://doi.org/10.1016/j.jhazmat.2025.138177,cyclo,Aromatic & PAHs
102,2-amino-3-(3H-imidazol-4-yl)propanoic acid,6.89,71-00-1,C1=C(NC=N1)CC(C(=O)O)N,,,https://doi.org/10.1016/j.jhazmat.2025.138040,halogeneted,Halogenated organics
103,"2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1-methylpurin-6-one",7.33,2140-65-0,CN1C(=O)C2=C(N=C1N)N(C=N2)C3C(C(C(O3)CO)O)O,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,diol,Polyfunctional / highly functionalized
104,2-hydroxybutanedioate,4.06,149-61-1,C(C(C(=O)[O-])O)C(=O)[O-],,,https://doi.org/10.1016/j.jhazmat.2025.138025,diol,Polyfunctional / highly functionalized
105,2-methylaniline,8.95,95-53-4,CC1=CC=CC=C1N,,,https://doi.org/10.1021/acs.est.6b00924,cyclo,Aromatic & PAHs
106,2-methylpropyl 2-methylprop-2-enoate,4.75,97-86-9,CC(C)COC(=O)C(=C)C,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,alcohol,Oxygenated organics
107,2-methylpropyl 2-methylprop-2-enoate,4.75,97-86-9,CC(C)COC(=O)C(=C)C,,,https://doi.org/10.1016/j.jhazmat.2025.138026,alcohol,Oxygenated organics
108,2-naphthalen-1-ylethanol,8.53,773-99-9,C1=CC=C2C(=C1)C=CC=C2CCO,,,https://doi.org/10.1016/j.jhazmat.2025.138087,cyclo,Aromatic & PAHs
109,2-naphthalen-2-ylacetic acid,8.57,581-96-4,C1=CC=C2C=C(C=CC2=C1)CC(=O)O,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,halogeneted,Halogenated organics
110,"3,3'-dithiobis(propionate ion)",7.11,62574-16-7,O=C([O-])CCSSCCC([O-])=O.[Na+].[Na+],,,https://doi.org/10.2307/3574180,"sulfide, disulfide",Sulfur-containing organics
111,"3,3'-dithiobis(propionate ion)",7.11,62574-16-7,O=C([O-])CCSSCCC([O-])=O.[Na+].[Na+],6.8,,https://doi.org/10.1021/j100628a006,"sulfide, disulfide",Sulfur-containing organics
112,"3,3'-dithiobis(propionate ion)",7.48,62574-16-7,O=C([O-])CCSSCCC([O-])=O.[Na+].[Na+],11.5,,https://doi.org/10.1021/j100628a006,"sulfide, disulfide",Sulfur-containing organics
113,"3,4-Dichloroaniline",8.61,95-76-1,C1=CC(=C(C=C1N)Cl)Cl,,,https://doi.org/10.1039/C3EM00479A,halogeneted,Halogenated organics
114,"3,4-Dichloroaniline",8.61,95-76-1,C1=CC(=C(C=C1N)Cl)Cl,11,,https://doi.org/10.1021/es051236b,halogeneted,Halogenated organics
115,"3,4-Dichloroaniline",8.61,95-76-1,C1=CC(=C(C=C1N)Cl)Cl,,,https://doi.org/10.1016/j.chemosphere.2023.138793,halogeneted,Halogenated organics
116,"3,4-Dimethoxy-acetophenone",8.75,1131-62-0,COC(C(OC)=C1)=CC=C1C(C)=O,,,https://doi.org/10.1016/j.chemosphere.2023.140660,alcohol,Oxygenated organics
117,"3,4-Dimethoxy-acetophenone",8.75,1131-62-0,COC(C(OC)=C1)=CC=C1C(C)=O,12,,https://doi.org/10.1081/WCT-120018615,alcohol,Oxygenated organics
118,"3,4-Dimethoxy-phenylacetate",7.84,93-40-3,O=C(O)CC1=CC=C(OC)C(OC)=C1,12,,https://doi.org/10.1081/WCT-120018615,cyclo,Aromatic & PAHs
119,"3,4-Dimethoxybenzoate",6.6,34535-88-1,COC1=C(C=C(C=C1)C(=O)[O-])OC,12,,https://doi.org/10.1081/WCT-120018615,diol,Polyfunctional / highly functionalized
120,"3,4-di-Methoxy-acetophenone",8.75,1131-62-0,COC(C(OC)=C1)=CC=C1C(C)=O,12,,https://doi.org/10.1081/WCT-120018615,alcohol,Oxygenated organics
121,"3,4-di-Methoxy-phenylacetic acid",7.84,93-40-3,O=C(O)CC1=CC=C(OC)C(OC)=C1,12,,https://doi.org/10.1081/WCT-120018615,cyclo,Aromatic & PAHs
122,"3,4-di-Methoxybenzoic acid",6.6,1993/7/2,COC1=CC=C(C(O)=O)C=C1OC,12,,https://doi.org/10.1081/WCT-120018615,diol,Polyfunctional / highly functionalized
123,"3,4-dichloroaniline",8.61,95-76-1,C1=CC(=C(C=C1N)Cl)Cl,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,halogeneted,Halogenated organics
124,"3,4-dichloroaniline",8.61,95-76-1,C1=CC(=C(C=C1N)Cl)Cl,11.8,,https://doi.org/10.1021/es051236b,halogeneted,Halogenated organics
125,"3,4-dichloroaniline",8.69,95-76-1,C1=CC(=C(C=C1N)Cl)Cl,,,https://doi.org/10.1021/acs.est.6b00924,halogeneted,Halogenated organics
126,"3,5-di-Methoxyphenol",8.77,500-99-2,OC1=CC(OC)=CC(OC)=C1,12,,https://doi.org/10.1081/WCT-120018615,alcohol,Oxygenated organics
127,"3-Carbamoyl-2,2,5,5-tetramethyl-3-pyrroline-1-yloxy",8.6,3229-73-0,[O]N(C(C)(C)C=C1C(N)=O)C1(C)C,10,,https://doi.org/10.1021/tx0342363,cyclo,Aromatic & PAHs
128,3-Mercaptopropionate,7.48,107-96-0,C(CS)C(=O)[O-],7,,https://doi.org/10.2307/3574180,alkane,Aliphatic hydrocarbons
129,3-Mercaptopropionate,8.38,107-96-0,C(CS)C(=O)[O-],12,,https://doi.org/10.2307/3574180,alkane,Aliphatic hydrocarbons
130,3-Mercaptopropionate,8.38,107-96-0,C(CS)C(=O)[O-],12,,NIST,alkane,Aliphatic hydrocarbons
131,3-Mercaptopropionate,7.48,107-96-0,C(CS)C(=O)[O-],7,,NIST,alkane,Aliphatic hydrocarbons
132,3-Methoxyphenol,8.71,150-19-6,COC1=CC=CC(=C1)O,12,,https://doi.org/10.1081/WCT-120018615,alcohol,Oxygenated organics
133,3-Methoxyphenolate,8.71,51113-99-6,COC1=CC=CC(=C1)[O-],,,https://doi.org/10.1016/j.chemosphere.2023.140660,alcohol,Oxygenated organics
134,3-Methyl-1-propanamine,5.6,78-81-9,CC(CN)C,11.5,,NIST,alkane,Aliphatic hydrocarbons
135,3-Methylbenzoic acid,6.98,1999/4/7,CC1=CC(C(O)=O)=CC=C1,,,https://doi.org/10.1016/j.jhazmat.2025.138032,cyclo,Aromatic & PAHs
136,3-Methylindole,9.18,83-34-1,CC1=CNC2=CC=CC=C12,9.3,,NIST,cyclo,Aromatic & PAHs
137,3-Methylindole,9.18,83-34-1,CC1=CNC2=CC=CC=C12,,,https://doi.org/10.1016/j.jhazmat.2025.138146,cyclo,Aromatic & PAHs
138,3-Methylindole,9.18,83-34-1,CC1=CNC2=CC=CC=C12,9.3,,https://doi.org/10.1021/j100300a039,cyclo,Aromatic & PAHs
139,3-Methylindole,9.18,83-34-1,CC1=CNC2=CC=CC=C12,,,https://doi.org/10.1039/C3EM00479A,cyclo,Aromatic & PAHs
140,3-Phenylpropanoic acid,6.96,501-52-0,C1=CC=C(C=C1)CCC(=O)O,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,halogeneted,Halogenated organics
141,3-Phenylpropanoic acid,6.96,501-52-0,C1=CC=C(C=C1)CCC(=O)O,,,https://doi.org/10.1016/j.jhazmat.2025.138034,halogeneted,Halogenated organics
142,3-acetyloxypropyl acetate,4.49,628-66-0,CC(=O)OCCCOC(=O)C,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,diol,Polyfunctional / highly functionalized
143,3-acetyloxypropyl acetate,4.49,628-66-0,CC(=O)OCCCOC(=O)C,,,https://doi.org/10.1016/j.jhazmat.2025.138020,diol,Polyfunctional / highly functionalized
144,3-aminophthalhydrazide,8.9,521-31-3,C1=CC2=C(C(=C1)N)C(=O)NNC2=O,,,NIST,cyclo,Aromatic & PAHs
145,3-chloroaniline,8.63,108-42-9,C1=CC(=CC(=C1)Cl)N,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,halogeneted,Halogenated organics
146,3-chloroaniline,8.71,108-42-9,C1=CC(=CC(=C1)Cl)N,,,https://doi.org/10.1021/acs.est.6b00924,halogeneted,Halogenated organics
147,3-chloroaniline,8.63,108-42-9,C1=CC(=CC(=C1)Cl)N,,,https://doi.org/10.1016/j.jhazmat.2025.138139,halogeneted,Halogenated organics
148,3-methylaniline,8.99,108-39-4,CC1=CC(=CC=C1)N,,,https://doi.org/10.1021/acs.est.6b00924,alkane,Aliphatic hydrocarbons
149,3-methylphenol,8.4,108-39-4,CC1=CC(=CC=C1)O,,,https://doi.org/10.1016/j.jhazmat.2025.138086,alkane,Aliphatic hydrocarbons
150,3-pentanol,6.73,584-02-1,CCC(CC)O,,,https://doi.org/10.1016/j.jhazmat.2025.138071,alkane,Aliphatic hydrocarbons
151,"4,4′-DIPHENOQUINONE",6.0,494-72-4,O=C(C=C/1)C=CC1=C2C=CC(C=C\2)=O,12,,NIST,halogeneted,Halogenated organics
